0.832331; 0.871914; 1.704245; 
0.326579; 0.347331; 0.673910; 
0.315592; 0.263955; 0.579546; 
0.524979; 0.927030; 1.452010; 
0.155431; 0.697256; 0.852687; 
0.298441; 0.591784; 0.890225; 
0.590350; 0.950804; 1.541154; 
0.325877; 0.756706; 1.082583; 
0.519944; 0.390759; 0.910703; 
0.813929; 0.386303; 1.200232; 
0.797479; 0.717612; 1.515091; 
0.380474; 0.968993; 1.349468; 
0.430677; 0.988647; 1.419324; 
0.112064; 0.970489; 1.082553; 
0.347118; 0.947142; 1.294259; 
0.700980; 0.046815; 0.747795; 
0.880001; 0.189703; 1.069704; 
0.068941; 0.798395; 0.867336; 
0.631092; 0.202307; 0.833399; 
0.383587; 0.346019; 0.729606; 
0.867092; 0.797021; 1.664113; 
0.873196; 0.511155; 1.384350; 
0.104770; 0.980316; 1.085086; 
0.346995; 0.880123; 1.227119; 
0.042726; 0.784112; 0.826838; 
0.826746; 0.534806; 1.361553; 
0.494186; 0.091342; 0.585528; 
0.195532; 0.730613; 0.926145; 
0.478713; 0.986480; 1.465194; 
0.270852; 0.302683; 0.573534; 
0.127934; 0.662831; 0.790765; 
0.207465; 0.082217; 0.289682; 
0.562304; 0.417920; 0.980224; 
0.636708; 0.103366; 0.740074; 
0.394421; 0.767907; 1.162328; 
0.448317; 0.882962; 1.331278; 
0.015931; 0.212043; 0.227973; 
0.621204; 0.553148; 1.174352; 
0.323710; 0.679586; 1.003296; 
0.009095; 0.129276; 0.138371; 
0.041627; 0.188604; 0.230232; 
0.487808; 0.693655; 1.181463; 
0.294595; 0.749718; 1.044313; 
0.369640; 0.776299; 1.145939; 
0.590533; 0.044832; 0.635365; 
0.492233; 0.714682; 1.206915; 
0.866787; 0.912717; 1.779504; 
0.886837; 0.272805; 1.159642; 
0.757500; 0.172063; 0.929563; 
0.433393; 0.301675; 0.735069; 
0.737663; 0.814478; 1.552141; 
0.407910; 0.721671; 1.129582; 
0.300516; 0.096927; 0.397443; 
0.328929; 0.608600; 0.937529; 
0.824488; 0.566515; 1.391003; 
0.008759; 0.664693; 0.673452; 
0.285440; 0.547838; 0.833277; 
0.216285; 0.855312; 1.071596; 
0.471450; 0.124546; 0.595996; 
0.857234; 0.493027; 1.350261; 
0.855312; 0.146397; 1.001709; 
0.078219; 0.550371; 0.628590; 
0.781671; 0.292673; 1.074343; 
0.201239; 0.482162; 0.683401; 
0.124912; 0.723869; 0.848781; 
0.893826; 0.338847; 1.232673; 
0.074068; 0.352092; 0.426160; 
0.482345; 0.452223; 0.934568; 
0.200537; 0.262368; 0.462905; 
0.814020; 0.474624; 1.288644; 
0.465743; 0.315104; 0.780847; 
0.573748; 0.052919; 0.626667; 
0.324198; 0.461654; 0.785852; 
0.462661; 0.918393; 1.381054; 
0.578661; 0.804041; 1.382702; 
0.143773; 0.674001; 0.817774; 
0.143345; 0.930052; 1.073397; 
0.362102; 0.060060; 0.422163; 
0.371807; 0.554979; 0.926786; 
0.144047; 0.980041; 1.124088; 
0.105319; 0.001221; 0.106540; 
0.484024; 0.066622; 0.550645; 
0.098331; 0.546983; 0.645314; 
0.422803; 0.070956; 0.493759; 
0.977050; 0.175481; 1.152532; 
0.925291; 0.854640; 1.779931; 
0.387432; 0.755730; 1.143162; 
0.463088; 0.266915; 0.730003; 
0.489212; 0.186132; 0.675344; 
0.708579; 0.687918; 1.396497; 
0.451399; 0.532487; 0.983886; 
0.246254; 0.518662; 0.764916; 
0.106265; 0.690939; 0.797204; 
0.708335; 0.400281; 1.108615; 
0.417798; 0.608051; 1.025849; 
0.239998; 0.442457; 0.682455; 
0.920621; 0.588458; 1.509079; 
0.701376; 0.243141; 0.944517; 
0.786248; 0.721702; 1.507950; 
0.511795; 0.980499; 1.492294; 
